study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,study_title,experiment_alias,fastq_ftp,sample_title,reference,
PRJNA516678,SAMN12671623,SRX6789302,SRR10055328,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_162,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/028/SRR10055328/SRR10055328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/028/SRR10055328/SRR10055328_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671506,SRX6789301,SRR10055329,293692,Apis mellifera capensis,Sequencing of haploid drones from honey bee and bumble bee colonies,Cap-SB-4-3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/029/SRR10055329/SRR10055329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/029/SRR10055329/SRR10055329_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera capensis,,
PRJNA516678,SAMN12671622,SRX6789300,SRR10055330,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_161,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/030/SRR10055330/SRR10055330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/030/SRR10055330/SRR10055330_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671621,SRX6789299,SRR10055331,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_170,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/031/SRR10055331/SRR10055331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/031/SRR10055331/SRR10055331_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671620,SRX6789298,SRR10055332,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_169,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/032/SRR10055332/SRR10055332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/032/SRR10055332/SRR10055332_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671619,SRX6789297,SRR10055333,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_158,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/033/SRR10055333/SRR10055333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/033/SRR10055333/SRR10055333_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671618,SRX6789296,SRR10055334,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_157,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/034/SRR10055334/SRR10055334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/034/SRR10055334/SRR10055334_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671617,SRX6789295,SRR10055335,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_156,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/035/SRR10055335/SRR10055335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/035/SRR10055335/SRR10055335_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671616,SRX6789294,SRR10055336,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_155,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/036/SRR10055336/SRR10055336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/036/SRR10055336/SRR10055336_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671615,SRX6789293,SRR10055337,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_154,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/037/SRR10055337/SRR10055337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/037/SRR10055337/SRR10055337_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671614,SRX6789292,SRR10055338,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_153,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/038/SRR10055338/SRR10055338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/038/SRR10055338/SRR10055338_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671613,SRX6789291,SRR10055339,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_152,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/039/SRR10055339/SRR10055339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/039/SRR10055339/SRR10055339_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671505,SRX6789290,SRR10055340,293692,Apis mellifera capensis,Sequencing of haploid drones from honey bee and bumble bee colonies,Cap-SB-4-2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/040/SRR10055340/SRR10055340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/040/SRR10055340/SRR10055340_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera capensis,,
PRJNA516678,SAMN12671611,SRX6789288,SRR10055341,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_160,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/041/SRR10055341/SRR10055341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/041/SRR10055341/SRR10055341_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671610,SRX6789287,SRR10055342,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_159,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10055342/SRR10055342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10055342/SRR10055342_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671609,SRX6789286,SRR10055343,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_218,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/043/SRR10055343/SRR10055343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/043/SRR10055343/SRR10055343_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671612,SRX6789289,SRR10055344,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_151,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/044/SRR10055344/SRR10055344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/044/SRR10055344/SRR10055344_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671608,SRX6789285,SRR10055345,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_217,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10055345/SRR10055345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10055345/SRR10055345_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671607,SRX6789284,SRR10055346,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_216,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10055346/SRR10055346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10055346/SRR10055346_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671606,SRX6789283,SRR10055347,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_215,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/047/SRR10055347/SRR10055347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/047/SRR10055347/SRR10055347_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671605,SRX6789282,SRR10055348,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_214,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/048/SRR10055348/SRR10055348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/048/SRR10055348/SRR10055348_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671603,SRX6789280,SRR10055349,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_212,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/049/SRR10055349/SRR10055349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/049/SRR10055349/SRR10055349_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671504,SRX6789279,SRR10055350,293692,Apis mellifera capensis,Sequencing of haploid drones from honey bee and bumble bee colonies,Cap-SB-4-1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10055350/SRR10055350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10055350/SRR10055350_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera capensis,,
PRJNA516678,SAMN12671602,SRX6789278,SRR10055351,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_211,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/051/SRR10055351/SRR10055351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/051/SRR10055351/SRR10055351_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671604,SRX6789281,SRR10055352,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_213,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10055352/SRR10055352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10055352/SRR10055352_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671601,SRX6789277,SRR10055353,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_220,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10055353/SRR10055353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10055353/SRR10055353_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671600,SRX6789276,SRR10055354,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_219,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10055354/SRR10055354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10055354/SRR10055354_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671599,SRX6789275,SRR10055355,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_208,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10055355/SRR10055355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10055355/SRR10055355_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671598,SRX6789274,SRR10055356,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_207,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/056/SRR10055356/SRR10055356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/056/SRR10055356/SRR10055356_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671596,SRX6789272,SRR10055357,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_205,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/057/SRR10055357/SRR10055357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/057/SRR10055357/SRR10055357_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671595,SRX6789271,SRR10055358,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_204,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/058/SRR10055358/SRR10055358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/058/SRR10055358/SRR10055358_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671594,SRX6789270,SRR10055359,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_203,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/059/SRR10055359/SRR10055359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/059/SRR10055359/SRR10055359_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671597,SRX6789273,SRR10055360,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_206,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10055360/SRR10055360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10055360/SRR10055360_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671593,SRX6789269,SRR10055361,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_202,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/061/SRR10055361/SRR10055361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/061/SRR10055361/SRR10055361_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671592,SRX6789268,SRR10055362,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_201,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/062/SRR10055362/SRR10055362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/062/SRR10055362/SRR10055362_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671503,SRX6789140,SRR10055363,293692,Apis mellifera capensis,Sequencing of haploid drones from honey bee and bumble bee colonies,Cap-SB-4-10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/063/SRR10055363/SRR10055363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/063/SRR10055363/SRR10055363_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera capensis,,
PRJNA516678,SAMN12671591,SRX6789267,SRR10055364,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_210,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/064/SRR10055364/SRR10055364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/064/SRR10055364/SRR10055364_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671590,SRX6789266,SRR10055365,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_209,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/065/SRR10055365/SRR10055365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/065/SRR10055365/SRR10055365_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671588,SRX6789264,SRR10055366,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_147,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/066/SRR10055366/SRR10055366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/066/SRR10055366/SRR10055366_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671587,SRX6789263,SRR10055367,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_146,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/067/SRR10055367/SRR10055367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/067/SRR10055367/SRR10055367_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671586,SRX6789262,SRR10055368,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_145,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/068/SRR10055368/SRR10055368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/068/SRR10055368/SRR10055368_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671589,SRX6789265,SRR10055369,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_148,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/069/SRR10055369/SRR10055369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/069/SRR10055369/SRR10055369_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671585,SRX6789261,SRR10055370,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_144,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/070/SRR10055370/SRR10055370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/070/SRR10055370/SRR10055370_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671584,SRX6789260,SRR10055371,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_143,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/071/SRR10055371/SRR10055371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/071/SRR10055371/SRR10055371_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671583,SRX6789259,SRR10055372,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_142,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/072/SRR10055372/SRR10055372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/072/SRR10055372/SRR10055372_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671502,SRX6789258,SRR10055373,293692,Apis mellifera capensis,Sequencing of haploid drones from honey bee and bumble bee colonies,Cap-SB-4-9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/073/SRR10055373/SRR10055373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/073/SRR10055373/SRR10055373_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera capensis,,
PRJNA516678,SAMN12671581,SRX6789256,SRR10055374,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_150,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/074/SRR10055374/SRR10055374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/074/SRR10055374/SRR10055374_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671580,SRX6789255,SRR10055375,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_149,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/075/SRR10055375/SRR10055375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/075/SRR10055375/SRR10055375_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671579,SRX6789254,SRR10055376,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_138,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/076/SRR10055376/SRR10055376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/076/SRR10055376/SRR10055376_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671582,SRX6789257,SRR10055377,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_141,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/077/SRR10055377/SRR10055377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/077/SRR10055377/SRR10055377_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671578,SRX6789253,SRR10055378,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_137,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/078/SRR10055378/SRR10055378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/078/SRR10055378/SRR10055378_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671577,SRX6789252,SRR10055379,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_136,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/079/SRR10055379/SRR10055379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/079/SRR10055379/SRR10055379_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671576,SRX6789251,SRR10055380,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_135,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/080/SRR10055380/SRR10055380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/080/SRR10055380/SRR10055380_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671575,SRX6789250,SRR10055381,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_134,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/081/SRR10055381/SRR10055381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/081/SRR10055381/SRR10055381_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671573,SRX6789248,SRR10055382,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_132,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/082/SRR10055382/SRR10055382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/082/SRR10055382/SRR10055382_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671501,SRX6789247,SRR10055383,293692,Apis mellifera capensis,Sequencing of haploid drones from honey bee and bumble bee colonies,Cap-SB-2-9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/083/SRR10055383/SRR10055383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/083/SRR10055383/SRR10055383_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera capensis,,
PRJNA516678,SAMN12671572,SRX6789246,SRR10055384,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_131,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/084/SRR10055384/SRR10055384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/084/SRR10055384/SRR10055384_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671574,SRX6789249,SRR10055385,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_133,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/085/SRR10055385/SRR10055385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/085/SRR10055385/SRR10055385_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671571,SRX6789245,SRR10055386,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_140,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/086/SRR10055386/SRR10055386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/086/SRR10055386/SRR10055386_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671570,SRX6789244,SRR10055387,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/087/SRR10055387/SRR10055387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/087/SRR10055387/SRR10055387_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671569,SRX6789243,SRR10055388,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_277,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/088/SRR10055388/SRR10055388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/088/SRR10055388/SRR10055388_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671568,SRX6789242,SRR10055389,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_276,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/089/SRR10055389/SRR10055389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/089/SRR10055389/SRR10055389_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
